"","IC50","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50","PC51","PC52","PC53","PC54","PC55"
"LE:MOLT_4",6.63107652336449,32.1238576456805,-13.3437459114573,200.89011170653,23.6369115694189,-12.6694791911047,3.3034804850752,2.1062763014881,-2.9550406752596,0.936169257622489,-1.92291977699272,-0.114714080746092,-0.194378629928902,-0.568930060240734,-0.157411088971846,0.643922227227953,0.130230109456193,0.0555095452535344,-0.112394858562874,0.250787142885793,0.190579924119675,0.0918636259093056,0.0781753978557281,0.10877357503019,0.0585052991860949,0.101286607113313,-0.208912530926618,-0.0371724687547813,0.0137454800253542,-0.204555977282839,0.217599136042602,0.0182756761490329,-0.398325909309489,0.0226782328075185,0.53361971944356,0.279939609026648,-0.0345702691146575,-0.112426889939239,-0.346927101015848,-0.0544064449432631,0.171240920570675,-0.116324708229379,-0.0770902067037285,-0.00326182862640863,0.348160605559854,-0.0345337252550705,-0.214484464003175,-0.0587656123168566,0.0330674570912885,-0.271934210683493,-0.255605230484547,0.0728328365201582,-0.150804552118292,-0.0341664015737312,-0.0703807615249804,0.00050261122712205
"LE:RPMI_8226",6.422443,-7.4899590150642,1.37691080893858,-4.57173689018294,2.64147261399079,-1.1039101762014,2.35104370596775,-4.52470066336375,-3.945602785217,1.1148541997922,-1.63338973328191,-14.8017756152689,22.809507507153,-85.8853669816549,32.5819613779336,4.99265088340832,-3.83192092522634,2.1886905882266,1.56145505248707,-1.23025332519585,-6.09632231253513,2.55507078073444,-0.396875403561565,-0.229311675375946,-0.433162339148909,-0.868513008310638,0.662116529223836,-1.5208374805483,1.08861731198381,0.87904435636439,-0.389645640350128,-0.914089051790459,-0.133899390719156,-0.588846144371963,0.665111809931373,1.40336338531279,-0.912068727631409,0.498493139905222,0.242260573062587,-0.250562038734894,0.280179026758195,0.105427519463645,0.637330784771123,-0.492180192425053,-0.884523183410516,0.550360825411705,-0.789104470947449,0.103761955352465,0.107058429433731,0.431859865496662,-1.00526045921553,-0.0150758075665229,0.259510910141825,-1.16747216582244,0.625810963885205,0.319500059140138
"LE:SR",6.81948686885246,-11.821567126169,1.25661265208595,-3.67213675215889,4.06893450984141,-1.38646935838257,2.58111102919014,-4.30023469519509,-2.45857936633628,2.84047757956626,-1.87489103591234,-0.175252745605132,0.622118635439439,-0.932293573583051,-1.31804617170317,0.954069893361917,3.0136756468813,-0.652828022049633,-2.91888326898922,1.80891234539256,2.98140336769058,-1.34896048218995,-0.539613155856424,-0.192292088599938,0.260878564453806,1.95405027763827,-1.07836320252865,2.79989423754534,-2.95860101093343,-0.477496025685659,0.810716171918345,-2.52184187527043,0.760950553222871,-4.45021234814678,-1.12291725073407,0.0466236698035665,0.0255478537071974,-0.981849876836943,-1.04160510499662,-3.03111181925514,-0.159633928865066,3.59524208613929,-0.91716199571963,-0.174538230572346,3.3108316016904,-5.10597738586246,1.46611184493843,-8.23268945113542,-15.6498004129637,-6.73856857279725,10.0381691822007,-15.6403589468256,-27.404616717065,44.2632397955604,6.72534533541035,5.01896145341543
"ME:LOXIMVI",6.68480398039216,-8.26890070927415,1.44812132177921,-2.74502440864676,2.80241617200863,-1.43659142678566,2.55629414792748,-4.88719311763432,-0.157550318863435,4.35600793461387,-2.6285249630584,0.873005336677866,-1.97244288591245,0.344349326544147,-12.1505033573962,-11.5091175172267,1.01449641152551,2.66298284920282,-23.4293891409384,-70.819145259654,-34.0336453966825,9.83037005091426,5.19169530206048,6.81180890513746,-3.54470317221377,-4.74273724898415,0.126412495591967,2.18210232562891,2.89549804599189,0.426258515143045,-0.350259964921947,1.99333844017961,-0.396698814066461,-0.401727155170245,-1.65609728494161,0.212894693590559,-0.222961692139459,0.810902930019372,-0.17643586956509,-0.567348438345955,-1.4683564610459,-2.73701955505487,2.35640718094151,1.34785754323873,-0.61221486714929,0.328965402496449,-0.207863488305502,0.991682471556511,-0.261494166011366,2.02720826499614,0.537223126415664,-0.447424353566034,0.375941305490739,0.97720740108677,0.448379644535013,0.213754836429395
"ME:MALME_3M",5.88641695145631,-10.5905942453283,0.903840321138158,-3.91890795520872,2.89896501470734,-1.28996849524854,3.55982197073773,-5.93851843288258,-1.22197403059227,2.75046481346582,-1.60213835585433,-1.73254466984795,-0.332687094295719,0.426544171926678,-2.1066255157692,3.24437028525529,2.79821030267239,-1.28810397377116,-2.37834046689392,0.668498816575959,5.08107233040837,-2.45954159935809,0.837724861928061,4.49268351201282,-0.432222487425833,0.664994012338355,0.729428105897916,5.31794726540414,-9.82458116107529,3.31133340345281,11.1986590143326,0.686532352083074,-2.83657865523369,-30.9626781944831,16.3316094224429,-1.46358306996867,18.782071252558,-40.5497619013673,2.31669049279433,16.3940292968111,-23.5195694961476,-6.0968767818954,14.7530251371647,-9.05298184809541,8.95114870394101,1.86849892655425,-1.41323439378688,4.30455692292618,4.34229583962134,3.72910095827087,1.64478659603503,0.661116173326832,0.53432036269886,-1.79216877075693,0.744781685457235,1.26654128614537
"ME:M14",6.225626875,-6.27436853178589,1.32144900786383,-5.92696208662334,4.93960312841078,-4.26124100487029,3.79439675912709,73.8820052255509,3.32367590784117,-0.194163982236653,0.59342101447953,-0.486942953530153,-0.369202162544041,1.47365692241824,-0.181139974025092,1.02493463323144,-3.15503558645815,0.0568118280136351,0.223078582030917,0.772132883717538,-2.98047643195391,0.381348976157067,-0.379024142938033,0.885205150473579,-0.604503184901121,0.268899056404679,0.771787558165667,0.235716343253728,-1.34812286926511,-1.78155876090563,-1.82023305868365,-0.320679867005307,0.426618886597506,1.32801379456232,0.252457948588066,2.22920606847105,-1.03215473934475,-1.22127681743394,-1.69071364168629,-0.258846598549268,-0.809173700196196,-1.79744450959082,0.590196053155382,2.05461861969585,0.542513103857997,-1.84078043639478,-0.480778961773971,1.91167383332116,-4.41712709664725,0.180218670099136,0.762134966672645,-17.0482560750843,-37.6618906190982,-30.217376494039,-2.1722208465865,0.926024353645931
"ME:SK_MEL_2",5.99989015151515,-6.80122168886894,-0.557712310125009,-2.57942295798512,2.82023560649582,-0.660242792713106,0.664299942697958,-5.93333959455483,-3.90203290113007,2.90346609797747,0.20207625989592,-21.9353044523313,82.2466358207715,37.8411754860194,25.8443830643543,-4.5794467484886,-3.36841903704266,-1.99899129447575,3.57155514418395,-2.98333831780237,-1.19392226518564,0.796859823004581,1.32781327233936,0.497690307748219,1.66930797871927,-0.852506659180004,0.520341076364905,0.411208301163013,1.19622199304712,1.01322238875536,1.05967208096988,0.986981875349078,0.491481853295266,0.100510098714038,0.150695900426829,0.40204378175307,-0.119124148248616,2.34389326225478,0.573162288930604,0.515476495785042,-0.974859327814306,0.423015567306963,-0.585438727149655,-0.583765168051437,-0.771355879057983,0.964104588434324,-0.0137700276635115,0.727777262474319,0.493537344510939,0.0985308479790387,0.489587761901717,0.0450679583221526,0.351833802156716,-0.540216070994458,0.2701408546808,0.153152795749685
"ME:SK_MEL_28",5.03580121495327,-9.19993483772039,0.757223919002992,-3.66621084056626,3.57124088306988,-0.964437108042679,2.01907308097221,-4.19234259605429,-2.22653636626678,2.42769248674935,-3.13853536423154,-1.99809544257149,-1.09465734212234,-1.73611539003433,-3.02436814606998,3.28384878860813,7.99353172517053,-3.94476587830708,-6.23250508589045,-5.41052555757257,3.39669939280324,-51.5017717904477,48.8116653328773,-30.5031640719117,2.73348758956014,4.67639660215317,0.159299688594436,-9.24666070273721,5.23766157518713,1.01941557159241,2.5647482377606,7.21527395662241,0.432101265966265,1.302159731746,-1.73532244698046,-0.386362061204082,0.442729633284154,2.89695355081996,0.595153859456312,3.54479312058427,1.7280823279188,0.702196957722782,0.350839127280288,-1.36970481547329,0.891265711286889,0.752916284366451,-0.910377762038588,1.07359989730885,-0.0012639266642228,-0.00584862565181988,-1.85671007176678,-0.322866420896987,-0.0367054086535464,-1.6729009719516,0.0261437802654553,1.39902934945683
"ME:SK_MEL_5",5.44120897938144,-8.80160046885888,1.47809627934903,-3.65616093579801,4.24705699723165,-1.53370911578762,1.68677070813355,-4.3496139154648,-2.92015777265888,2.66823271336287,-2.59870273923921,-0.762004960731664,-2.42117989008651,2.30840176479467,-2.04554904473469,2.89863440058882,5.12880432983745,-2.60232357923093,-4.84070116278288,0.554948007407575,2.12161671104108,-1.82198721194834,-10.1927112462525,13.9391988133355,8.28962682846063,15.8942241809176,52.9482153723622,-45.7892145451063,13.9847869358866,-3.62720771815828,-6.02832124694561,-0.213475446607457,-4.22628638391785,-1.87905944374408,1.75955139765904,-0.998188945197714,2.63930741802279,-0.449937114600057,2.51224071083785,-1.25219447742446,-1.24302065847169,-2.23706891315481,-1.0532422987613,0.390443617084898,-0.184698499918051,2.05466099733469,2.30119896150733,0.365283392465897,-1.34061172620097,1.34428355329968,-0.774928779033282,0.840515466131622,-0.182897181806604,0.627513418774462,0.957320200835243,0.336295652530384
"ME:UACC_257",5.67572975247525,-9.33948606145563,1.51962564383345,-4.29763460020312,3.18417345019546,-1.27703700146181,0.999497567406237,-2.81665808880531,-2.84060447870895,1.08228238784628,-0.895292751323012,1.47820605119882,-0.201161681034139,1.18094851347092,-2.16218189048949,1.83921178116509,1.47106596285008,0.364967629715196,-6.33681731045478,0.419536781848979,0.514836483663895,-1.81913493510675,-1.42949588638599,-2.20263199141453,3.28740409229604,5.39938766949567,-1.41605696092433,2.88799332449429,-1.11325749341876,-10.6277373460777,-0.212783996588181,-30.561316593919,9.27339315944297,43.6782771449972,38.7386794088949,0.612040543505611,-1.00855230292902,-8.16590956520963,-7.77898522691706,10.2299280560909,-1.01860331494643,1.04663594436646,10.8514336279256,-0.640714552698118,-6.2827666481854,2.95733020068798,1.43763874640006,3.05817233269299,-4.6536565334551,1.77192227174069,-0.987911691822593,-0.0278110563862307,2.25706921850063,1.67111108564591,-0.0965018210207171,1.65979565014055
"ME:UACC_62",6.24023966990291,-7.566707386067,0.53291663951026,-3.78778327453237,1.86941364635319,-0.0193437525602655,1.84947437171658,-2.26605662546895,-3.03040801121625,4.19875921064608,-2.59167193579046,-4.4382945510056,-0.058210233938645,0.498889201557728,-19.4338480063949,32.7674680267108,-74.1547630257607,1.11224142132451,19.0134940650414,-15.7254381366627,17.0703057385665,-2.85192970339975,0.875798263608092,-0.349700700636281,-0.433969252092489,-1.88443783832879,0.681782172321384,-1.90218107673817,2.40430936007869,0.686581578524181,-0.418387559382405,-1.838217939016,1.41348410157786,-0.744403621965019,-0.25764340203101,0.177959080086197,-1.53712424354836,-0.390572504460375,-0.498478015075335,-2.31780627005068,0.997626162138982,-0.977068803805838,-0.262794706271612,-0.685665049430402,-0.108939782644752,0.456596019324981,-0.428760622244592,0.390917473146056,0.119353141233597,-1.04341878995129,-0.0640509557114887,0.655524628758553,1.73426766367472,1.65773348621146,0.441861355647775,-0.347646793843957
"ME:MDA_MB_435",6.01879932,-4.55466008675416,1.4331494149303,-5.66479153581598,4.763829641061,-3.76490452043569,4.60000447932634,89.2243392731154,3.56074867648251,-1.20547045803718,1.5655079917984,0.0929825279051887,0.29754859911944,-0.229693752549426,1.46500798171673,-0.754687835580418,2.00671913598206,-0.309723149850553,-0.880054137102346,-0.437446052374394,1.63881174043749,-0.330247108172275,0.315182300545549,-0.633373264426475,-0.0798101380824546,0.0810295097775832,-0.506247132827068,0.31269575958755,0.68404523799906,0.632823305996615,0.36089563872076,0.470306583126083,-0.822224875170171,-1.27634905723851,-0.156444093178902,-0.914773928488687,0.850517660645129,0.959873986261679,1.23302893602177,-0.0224616297884305,0.217505730362261,0.611634343815122,0.0373412452976218,-0.93605086467407,-0.5604323514032,1.68365905983303,0.358045417965748,-0.717896061054259,1.65432744317873,0.0718844550014763,-0.410151906442653,6.75616753879234,15.8736966193985,12.7383851033572,0.408245964643005,-0.654962348679247
"ME:MDA_N",5.92505955555556,-4.92222983442979,1.13813554116312,-5.7247525126209,4.77107017197854,-3.55602348331581,4.57652634979319,87.3947547491991,3.27311787254941,-1.17207989273669,1.81456024483067,-0.103577847566789,0.293806153285544,0.189261331912087,1.19968505296647,-1.03927144412735,1.90783853224187,-0.283386425223401,-0.767384702700666,0.0469279902596492,1.10822532439896,0.414987447389225,-0.283136859166331,0.0739316450329511,0.162328317079778,-0.431102603547979,-0.387526031671582,0.174439139367697,0.413186731772916,0.650830216630796,0.957993266315133,0.234666407035735,0.314399884229905,-1.45910529088966,-0.696651448555158,-0.327996171278733,0.423732720052885,0.0878097246564804,1.03666341014512,0.0698060971045638,0.168362317029076,0.266275314332132,-0.460140066036161,-0.3951346566792,-0.179554915108396,0.335834949218844,0.257475583519131,-0.861749993688866,2.31715850474453,-0.441139159330874,-0.397234772749091,8.09334445209089,15.9372891413168,12.4602824485046,1.02364941146882,0.180450153761314
"LC:A549",5.40734434234234,-10.2440003386328,1.38425606953682,-4.19916076258295,4.18090805317481,-1.63480119760527,2.65854730721941,-6.00977738345558,-1.85787015103743,2.39594512186962,-2.55296145337567,0.470463508219219,0.680333359661871,1.68518375277538,-3.45228503304838,1.4974057012832,3.90255633185529,-0.619791510382024,-8.06830623779439,2.50123062453662,6.05979478363685,-3.00202438580743,5.00776879126001,1.51021667501658,1.21098183471938,-1.12157294342441,0.808783600534495,8.86717971433652,-6.92316188658351,-12.1218767813972,-24.4373093102671,-41.3527833593938,-31.5317206792989,-17.6654593834946,-14.1411288321425,21.8487634342169,-15.9778324546092,3.32661948252112,-4.07740364153936,5.07235015527567,0.681554444643402,-11.8836922618659,1.07449147671918,0.97800810911186,-2.78677753478338,2.10481101474758,-3.07738491085511,-0.55827019726644,1.38230592469524,-1.80354236392656,-2.91543448824477,2.48277193770891,1.88873656667927,-1.48750775713401,0.45389749774522,0.610826190630797
"LC:EKVX",5.66867044554455,-7.97800530885629,-0.0256077771087144,-3.95768072949348,2.19968588890359,-1.67074575632444,2.4162961023173,-5.18523514588675,0.550778912735287,-0.805941143714599,-2.33607151652091,-1.84889389811085,-1.88417165918712,0.752947157244059,-5.12478586887688,3.65903798598989,2.78489160804322,-1.97798541987692,-10.4986110973332,7.23848485025796,17.4994536919711,60.1725036239501,37.5608633653569,-26.2628832166791,1.98372308242663,-2.39489432725493,4.12601242276328,-6.24676511257152,6.14911691095739,-2.90423954992484,3.06517980601923,5.76927611200616,-1.66541042957585,1.86502989637948,0.139488904746854,4.06245440530162,0.177200818932342,1.42673261962875,-1.20387857059878,-0.115768150914053,-4.80182461135681,1.2236278305538,0.825758306666301,0.279553400266013,0.627174869600426,1.3658113771639,0.111940313467842,0.502596278102512,0.756340811796169,1.53935621633378,-0.809956153497008,-0.728408517193424,-0.115658054869815,-0.458306982295075,0.430748503770657,0.231006531481085
"LC:HOP_62",6.10975078947368,-6.84131315674385,0.826267321055518,-2.52530362694733,3.18526763112471,-1.9212085936208,1.9222516864761,-4.61368765875686,-3.35063158280907,3.32275117344334,-1.59476175946957,-4.00449112089482,-2.76912901190064,-6.46988980270497,-12.3034170470392,-80.1264830913924,-32.9691782479706,-3.18579733812846,1.68925853966794,14.8732948752944,-1.77173394252715,-2.00105864706213,1.36987608567638,-4.4546215527899,2.07365231218807,-1.69551253602242,3.26095012009409,-1.04240830797905,-0.330995639286723,3.14342129762035,-2.2252959528398,0.756865167627576,-1.51510894251612,0.244360529717429,0.45979764297437,-0.424486926973042,0.345665972802357,-1.27090983132449,0.394944460407581,1.3528227518268,-1.23689963600739,-0.209389730187803,0.639335202102671,-0.473464094662696,-1.93881267821755,-0.231227993971124,0.255863750994391,0.559531894651191,0.0531376261797014,0.343116282433573,-0.66384984924746,-0.168602562327547,0.417398273175804,0.288077601672181,0.588951721186063,0.911049550699712
"LC:HOP_92",6.15373185714286,-10.4602283939703,1.00637307125808,-3.38254322378328,4.49353408458472,-1.73362160261888,2.1244968086771,-5.20673242319379,-3.95495707085478,3.65132536308309,-3.58703112541319,-10.2993053626543,-28.9235765493883,15.9117311032353,45.5665723449468,-1.50304043173548,-6.58448429986801,1.95662643760196,5.04266152681674,-3.41130123130702,-2.35041001026972,0.678897972447272,0.330783879298539,-1.81693665342666,-1.36351052325671,-1.59391199004446,-1.17721203723679,0.0812108170806575,0.945421506724732,1.18562512854199,0.807834804927517,-0.184458786441501,-0.747978009728279,0.614402277243572,0.9215768611326,2.13083586417331,-0.542749945526224,0.0959413504137605,2.06394102403736,-0.180309125911497,0.680752362465166,-0.704595812631197,0.806000973452785,-2.27379037001665,-0.988352377403861,1.791558216763,0.104620790059021,-0.0940068069164497,0.2134193075694,0.026935221955097,-0.209911755951603,-0.00814168940690709,0.207512215181688,-2.53411619164201,26.8311304504448,-6.21036647528452
"LC:NCI_H226",5.37065132631579,-11.2833118342238,1.17740214447617,-3.75853615033023,4.15042304954478,-1.03574492640028,3.14689144827189,-4.44781563697543,-2.31649819366388,2.51240775214238,-2.32236039398587,-1.00521279881743,-0.579480825491894,-0.47976001597715,-2.55325195383841,-0.284040220316022,2.74046190989348,0.124275089998931,-1.88480204621629,1.33244081292717,1.04219308945665,-1.3545994839209,-1.24272048326141,-0.719286231953312,0.752704086830069,1.51745933718487,-0.609974917049154,1.50579972557771,-2.26805448899966,-0.88825629469572,0.997580366389745,-0.81201163799093,-0.102038198463757,0.685311098822954,0.279033140683455,-3.00597540392151,-0.165460002928061,-1.40785469581006,-2.43035789659453,-3.08737935682447,-0.760064430941139,0.160971664975739,-3.98888673879403,-1.53638742082351,0.924860764652948,-2.88231803750038,-0.574976927354584,-0.280364368359056,0.613586793672612,-1.17463934604643,2.47568339553724,-0.79463865973265,-2.86368389853389,2.83992694614119,-9.87884105080541,-51.9654719602754
"LC:NCI_H23",5.95297127777778,-4.35509601377053,2.36741510626977,-1.836404492005,0.940328224794753,-1.55421895106716,-3.38479465662023,-6.12119012919596,-2.98531663361775,-115.173527847335,-8.29767732719684,-3.67978090650205,-1.12635686765483,1.54535129486018,-0.383884268260694,-0.401814228206251,-1.34167305373303,-0.753400539176153,1.10015024778883,-1.25339939141132,-1.79790691580476,-1.38844225601408,-0.718304947327921,0.924270731053414,-1.03753009971214,-0.484472657863426,-0.449684131464131,-0.805653690119863,0.00140410741967531,0.179147060338726,0.653206984040944,-0.279421844871346,-0.30142144574866,-0.5023566650876,-0.389984813524492,-0.0505805724609415,-0.692554030168839,-0.399575790126915,0.305662644765045,-0.320599402659603,-0.0353843851420176,-0.115071657585988,-0.147639192596079,-0.148457921931094,0.402072125225905,0.176313014110794,0.0504750203481168,0.325742161058065,-0.00238018275432231,0.0951749000512292,0.0826562910738922,-0.204894500431661,-0.22009581809412,0.260068070914371,0.0232472794955097,-0.0201307749439357
"LC:NCI_H322M",5.01698458762887,-7.14557524136823,0.866204872605412,-3.87061948986416,4.26042964485481,-1.99997458809833,0.871817287798507,-3.65844462057497,-2.17995314653562,1.96013809364395,-2.02504378365892,-4.19193137263205,0.196296873866746,0.332989424606462,-10.5484210408505,-6.71253647207065,16.2568605523844,75.3477778249517,36.406747456239,-6.73252489938232,6.18922620810657,0.924960011732934,3.81955811269989,0.772982562485973,0.5101336294705,1.70241599199801,0.996140032888119,-0.395040562075737,0.606839538563172,-0.951071789269255,-1.41241476814194,2.10929934692035,-1.1890694372128,1.04668072514869,-0.0443549678250261,0.953093330488655,-2.27495742131526,-0.322622240260943,0.425364339184415,-0.0419675423121987,-0.552489016387696,-0.910993773614041,0.93615393115043,-1.4326733973056,-1.82388950356144,0.566205043417705,0.0254712328219647,0.633321017842942,0.0393033206957532,1.44667804725917,0.0483952948322027,-0.706131438868545,0.329626480079492,-0.112370514342618,0.277260220406105,1.09161313577921
"LC:NCI_H460",6.18074795192308,-8.81897290980384,0.912931112939059,-3.41460273262841,3.19652122566651,-0.15106264484189,1.5536015201634,-5.10669664754916,-1.9462023342971,3.44053093399567,-3.65551488006005,-1.28852354323702,0.640146476868168,0.756650189844446,-3.61271714766219,0.560287749202252,3.58647452345193,-0.819454514883002,-4.51596870839631,6.67976465296939,6.31297820476991,-3.72004501231928,-2.92252002648172,0.76828271171734,-71.6764667800635,-6.94821505442778,15.9406053339243,12.6154616816029,16.654836030174,-1.96219480464794,2.96732089974604,3.32352004540453,-2.0358733479427,5.20654879791036,-3.02053841310456,-2.14208057208337,-3.09820899857092,-1.93395176100545,-3.06332982854211,0.270186976081973,0.62348699929985,-0.739345329797119,1.7865419061463,-1.69143980588033,0.366941602367797,0.292129649077488,-0.530080151969457,0.521109332065623,-0.371412341671565,-0.489129945506376,-0.436197207119141,-0.741142577462213,1.4202718953436,-0.730925926323603,-0.0272770582382683,0.988649025663611
"LC:NCI_H522",6.06612647959184,-10.0046254813452,1.09859331038388,-2.5125018802809,3.61938055175424,-1.26934473568946,1.84119131386796,-4.06592752044209,-2.90844304705972,2.33989632369082,-2.04381545371179,-2.31032510479454,-1.18266951320739,-0.339828901300598,-1.53416748373834,1.59647288900006,2.60259513699136,-1.37137920809696,-1.6947078533658,2.02944260780402,3.5699418969674,3.08638047170817,-4.58805616298801,0.810419555765398,5.20299608820782,0.656074423599092,-4.50425229354241,-4.90436522989252,-4.31143661523163,-5.60302787028935,1.99315011490243,-7.67779752993794,13.1006867100945,6.98151462520181,-35.8438540202503,-41.213034576528,-7.14279799168111,0.733404437353854,-17.4625700252968,28.7874206130136,-1.67173495935397,-10.1214168788757,11.9243805351644,-0.567637046115477,2.00848906529863,1.80775740804666,-0.457362925347635,1.01309223809833,-1.71650441901724,0.002846450762571,-0.701541123878841,-2.9653999839609,2.22336935340365,-1.33578910789434,3.49971069612495,1.20318063388224
"OV:IGROV1",5.24254438,-4.26770897337928,-0.206996253468311,-0.0697106130385289,1.42715318245766,-1.98514552915708,2.17262083123271,-7.72099686523893,-5.09953734175424,-6.09899646861577,112.649386429288,0.871597472465874,-2.62436343305387,0.181676667786674,0.560378139734206,0.649663105608738,-0.218919481369101,-0.4592882447249,0.987313893620801,-0.364304039832787,-0.67153637058728,-0.458448467639883,0.64150471791123,-0.194433812155321,-0.880402931709238,-1.17324034919269,0.492118375742011,-0.16549583000571,0.907860620222097,-0.0210560629394392,-0.779361936023122,0.489052623276405,-0.806293083493681,0.0861455645564553,-0.746352034500341,0.0255113210761057,0.168538409803604,0.540490243662891,-0.0228261016391021,-0.529688409335342,-0.884991414519864,-0.106013463564478,0.683636891426361,0.00356158024227785,-0.0500109934716667,-0.0154409689094595,-0.0384103426972661,0.305844994171758,-0.353710883532673,0.429531510547848,0.0365827128530395,-0.455268107565507,0.0623505922392088,-0.0969671460458609,-0.0504584354506439,-0.208327566245931
"OV:OVCAR_3",6.10325226666667,-11.046404841406,0.324911026772976,-3.30717804848882,4.93794937405597,-1.39599972756192,2.61478529440357,-5.29298558945834,-1.64879720282507,2.51387683598032,-1.36096239776979,1.59768060918173,-1.56487708394945,0.911812648195538,-4.18106929244967,-0.142015479723682,3.25183432732002,-2.10079938923178,-4.03055939510832,3.98454289892484,0.843509474094786,-1.63383957919546,-3.38886451357614,5.92012460969927,-1.63587899475118,5.36823531289586,-2.61816472481807,-5.067304701057,-5.1539496403068,-1.00136043878977,-0.47841034053701,4.5188882391927,50.0402255260017,-10.5550729271086,-5.05807836261928,34.3329627176341,-27.7837397800032,3.24476580793065,-7.78570500500098,3.51787720696313,-10.4057530385096,0.0668308628385994,2.92437929931168,-4.49579534523709,0.139667170828176,-1.98124286319988,-1.74179158405803,2.07859097439765,2.71576580863714,3.26543085684892,-1.71936114564532,-0.519859458723702,2.8280778750997,-0.377506224500827,0.979530063942715,0.475853336556027
"OV:OVCAR_4",5.82980761165049,-10.8947839630246,1.20462786730693,-4.16792626641618,4.3630795385462,-1.11604279609912,2.6406488687553,-4.32637107738787,-1.62462498822839,2.08996864421092,-1.87283802782605,-1.05473356882859,-1.05435093811986,0.957827791116857,-3.32931909404436,1.35119736407125,2.97121019653146,-1.42756956869809,-2.67938280735299,2.0617611099549,2.3464064530298,1.23622377550314,-2.36060140620547,2.34791631724822,1.77871334362587,3.60818734157461,0.987503023887011,2.00733014347576,-4.98003767602004,-1.83778327350161,1.04870391591577,0.538529571813724,0.415969705021109,-0.834415912000957,3.52392111038987,-5.31966607338763,4.96107429092215,2.03700423812319,1.15031832639498,-3.19584382957383,8.45116885485452,0.0853516474745878,-9.94923548275013,1.30615044316159,-0.887938425352992,-27.5842460785163,-50.5793827546146,18.1410646177413,-2.51033335010017,8.34875393660464,-2.84219738484704,-2.46794174695192,3.40023491272006,0.291862302763596,3.76238445718027,2.74720849107366
"OV:OVCAR_5",6.16825092523364,-10.1954656660515,0.770648720859998,-3.05052920257586,4.01094136522382,-1.85315713120142,2.56344119731967,-5.70009508590277,-1.91242358583661,1.37164091977118,-2.80798692104484,-0.911410959361638,-2.49131812310268,-1.09348216550896,-4.74369481709186,1.32194065942527,2.33719724854348,-0.462634838959341,-1.22003889895556,2.20546905617274,4.63031134864883,-0.932545644525582,-2.06107787218774,5.12729989802836,-2.60534014986685,3.19389933867674,0.163577967385918,5.4465645400473,-7.55542906610385,4.46411251784454,2.75321754481058,-9.39994046104411,11.1004223428018,3.43537345380893,-9.67519056325522,14.1258056872725,49.5702517236401,35.4414616378198,6.62393009133627,3.67536844777155,-11.2803451171067,-10.9494419828765,4.37837962871509,-5.11969388077462,-3.14951309232461,6.5882404501861,0.742868382553799,2.66577275373905,-2.1341621265019,-3.37520217460719,4.67320134990649,-0.932415871266896,1.18260262907139,-2.16810122518923,0.052551259479669,0.337997151355853
"OV:OVCAR_8",6.14136714953271,-11.8135027389828,1.07539239343066,-4.06809573984242,3.21811804134707,-1.20144689508771,2.28636370999734,-4.55811397604618,-3.01261047460946,2.97313327127417,-1.6687325440108,-0.566798401315661,-1.20990865133037,-0.187290932483023,-4.02649671232436,1.08511406694117,1.71283305729994,-2.18207117657137,-3.26142950860925,1.48998548420108,3.18918621401805,-1.57619429170863,-6.23079450567416,4.08747159166024,2.37232721206219,5.91597739634835,-0.510427671240084,-0.704169927948096,-13.1038536094359,0.197342694026537,31.1274765607808,9.509740859213,-18.1584503695641,9.69184473611302,-4.4417240913179,8.77815294220509,-10.5094300873216,5.27260169260549,1.08267556138661,-0.72547270615512,-2.05806452015813,-1.05318320238697,5.97029666984111,-0.939600919998272,-0.382592272903526,2.22696890053846,0.0125167353283389,0.2882759582716,-0.362131668793343,0.417599976948191,-2.52441614624773,0.615295505708949,-0.0386996167772615,-0.524313923932624,0.568875417942614,1.0226612148731
"OV:SK_OV_3",6.22817157142857,-9.3668917980268,0.993999176133346,-3.28837497403049,3.37131561319565,-0.709081105606374,2.86824840753852,-5.01345618947245,-1.61587239926522,2.35493485445298,-2.27516647711128,-1.70757535799961,0.266416763103877,1.22256496381467,-7.19786126763178,3.60124202541812,6.64803942474248,2.04616258935773,-5.67338998411745,-4.54418127240623,1.14854685801702,-3.04012256040673,-45.6297211168427,-55.7400224540609,5.60754475696888,-23.1687564599783,-2.48858612546525,-8.54780958586846,10.3493022005569,6.55596518304718,0.0995366955830815,-0.063242445582248,-1.16740913341241,-4.90033308550687,2.00956570707371,4.4779773027935,0.136929442018778,1.44712312850855,3.74163874112615,3.30207345706117,0.81343513446103,-2.05973938417796,0.61011495950914,-0.426358640667641,-1.36309746114397,2.83115926495033,-1.27751127823758,2.22821560145724,0.879160910960167,-0.87745836520687,-1.01545337808647,-0.632690737371664,-0.516615324669404,-0.767166677140851,0.0461849854965295,1.1993386723165
